Food code,WWEIA Category number
75216321,6416
75216322,6416
75216720,6420
75217010,6420
75217020,6420
75217301,6420
75217400,8406
75217520,4804
75218011,6420
75218400,6414
75218501,6420
75219011,6420
75219020,6420
75219021,6420
75219023,6420
75219033,6420
75219034,6420
75219100,6420
75220011,6420
75220012,6420
75220020,6420
75220021,6420
75220022,6420
75220051,6410
75220101,6420
75221011,6414
75221021,6414
75221030,6414
75221061,6414
75221160,6420
75222020,6420
75223022,6418
75223023,6418
75224000,6418
75224021,6418
75224022,6418
75224023,6418
75224030,6418
75224031,6418
75224032,6418
75224033,6418
75224043,6418
75224044,6418
75224046,6418
75224047,6418
75224049,6418
75224050,6418
75224120,6418
75224130,6418
75224131,6418
75224132,6418
75226020,6420
75226060,6406
75226111,8406
75226700,8406
75227110,6420
75228020,6420
75229011,6420
75230000,8408
75231011,6420
75231012,6420
75231020,6420
75231021,6420
75231022,6420
75232000,9999
75232110,6420
75232120,6420
75233011,6420
75233012,6420
75233013,6420
75233020,6420
75233021,6420
75233022,6420
75233023,6420
75233027,6420
75233028,6420
75233030,6420
75233031,6420
75233033,6420
75233034,6420
75233220,6406
75234021,6420
75235000,6418
75235750,6420
75236000,9999
75236500,8406
75301110,6418
75301120,6418
75302080,6432
75306998,6420
75307000,6420
75310990,6420
75311012,6420
75311013,6420
75311020,6420
75311022,6420
75311023,6420
75311027,6420
75311028,6420
75311030,6420
75311031,6420
75311110,6420
75311120,6420
75311121,6420
75311122,6420
75315010,6418
75315020,6418
75316050,3104
75317010,6420
75317020,6420
75330050,6420
75330060,6420
75330080,6420
75330090,6420
75340010,6420
75340020,6420
75340200,6420
75365000,9999
75400500,3104
75403020,3104
75403200,3404
75409020,6430
75410500,3506
75410530,3506
75410550,3208
75411010,3104
75411020,6430
75412010,6430
75412030,8412
75412060,3104
75412070,3104
75414020,3104
75414030,6430
75414500,6430
75415022,6430
75416500,6432
75416600,6432
75418010,6430
75418020,3104
75418030,3104
75418040,3104
75418060,3104
75418220,3104
75439010,3104
75439500,3404
75440200,6430
75440400,6430
75440600,3104
75440610,3104
75460900,3402
75500110,8408
75500210,8408
75500510,8408
75501010,8408
75502010,8408
75502500,8408
75502510,8408
75502520,8408
75503010,8408
75503020,8408
75503040,8408
75503080,8408
75503085,8408
75503090,8406
75505000,8408
75506010,8406
75506100,8406
75507000,8408
75510000,8408
75510010,8408
75510020,8408
75510030,8408
75510050,8408
75511010,8406
75511020,8408
75511040,8408
75511100,8408
75511300,6430
75512010,8408
75513010,8408
75515100,8408
75534030,8408
75534550,8406
75535000,8408
75600150,3802
75601000,3802
75601010,3802
75601020,3802
75601100,3802
75601200,3802
75601210,3802
75603010,3802
75603020,3802
75604010,3802
75604020,3802
75604600,3802
75605010,3802
75607000,3802
75607010,3802
75607020,3802
75607040,3802
75607050,3802
75607060,3802
75607080,3802
75607090,3802
75607100,3802
75607140,3802
75608010,3802
75608100,3802
75608200,3802
75609010,3802
75611010,3802
75612010,3802
75646010,3802
75647000,3802
75649010,3802
75649040,3802
75649050,3802
75649110,3802
75649150,3802
75650990,3802
75651000,3802
75651010,3802
75651020,3802
75651030,3802
75651040,3802
75651070,3802
75651080,3802
75651110,3802
75651140,3802
75651150,3802
75652010,3802
75652030,3802
75652040,3802
75652050,3802
75654010,3802
75656010,3802
75656020,3802
75656040,3802
75656060,3802
75657000,3802
76102010,9006
76102030,9008
76201000,9006
76201010,9006
76201020,9006
76201030,9006
76202000,9006
76205000,9006
76205010,9006
76205020,9006
76205030,9006
76205060,9006
76209000,9006
76209010,9006
76209020,9006
76401000,9006
76401010,9006
76401020,9006
76401060,9006
76402000,9006
76403010,9006
76405000,9006
76405010,9006
76405020,9006
76407000,9006
76407010,9006
76407020,9006
76409000,9006
76409010,9006
76409020,9006
76409030,9006
76420000,9006
76501000,9008
76502000,9008
76602000,9008
76603000,9008
76603010,9008
76603020,9008
76604000,9008
76604500,9008
76605000,9008
76605010,9008
76605020,9008
76607100,9008
76611000,9008
76611010,9008
76611020,9008
77121010,6806
77121110,6806
77141010,3004
77201210,6418
77205110,6430
77205610,3002
77230210,3002
77230510,3006
77250110,3002
77272010,3002
77316010,3002
77316510,3002
77316600,3002
77513010,3002
77563010,3002
78101000,7006
78101100,7220
78101110,7220
78101115,7220
78101118,7220
78101120,7220
78101125,7220
78101130,7220
81100000,8002
81100500,8002
81101000,8002
81101010,8002
81101520,8002
81102000,8004
81102010,8004
81102020,8004
81103035,8004
81103040,8004
81103080,8004
81103090,8004
81104010,8004
81104020,8004
81104490,8002
81104500,8002
81104510,8002
81104550,8002
81106010,8004
81200100,8004
81201000,8002
81202000,8002
81203000,8004
81204000,8002
81301000,8412
81301020,8412
81302010,8412
81302040,8010
81302050,8010
81302060,8406
81302070,8412
81308100,8406
81312100,8412
81322000,8002
82101000,8012
82101300,8012
82101500,8012
82102000,8012
82103000,8012
82103500,8012
82104000,8012
82105000,8012
82105500,8012
82106000,8012
82107000,8012
82108000,8012
82108500,8012
82108700,8012
82109000,8012
83100100,8012
83100200,8010
83101000,8012
83101600,8012
83102000,8012
83103000,8012
83104000,8012
83105500,8012
83106000,8012
83107000,8010
83108000,8010
83109000,8012
83110000,8010
83112000,8012
83112500,8012
83112950,8012
83112990,8012
83114000,8012
83115000,8012
83200100,8012
83201000,8012
83201400,8012
83202020,8012
83203000,8012
83204000,8010
83204030,8010
83204050,8010
83204500,8012
83205450,8012
83206000,8012
83206500,8012
83207000,8012
83208500,8012
83210100,8012
83300100,8012
83300200,8012
83300300,8012
83300400,8012
83300500,8012
83300600,8012
83300700,8010
83300800,8012
83300900,8012
83301000,8012
89901000,9999
89901002,9999
89901004,9999
89901006,9999
89901010,9999
89901020,9999
89901030,9999
89901040,9999
89901050,9999
89902000,6489
89902010,6489
89902020,6489
89902030,6489
89902040,6489
89902050,6489
89902060,6489
89902070,6489
89902100,9999
91101000,8802
91101010,8802
91101020,8802
91102010,8802
91104100,8802
91106010,8804
91107000,8804
91108000,8804
91108010,8804
91108020,8804
91200000,8804
91200005,8804
91200040,8804
91200110,8804
91201010,8804
91300010,8806
91300100,8806
91301030,8806
91301050,8806
91301080,8806
91301081,8806
91301100,8806
91301130,8806
91301510,8806
91302010,8802
91302020,8802
91303000,8802
91304010,8806
91304020,8806
91304030,8806
91304040,8806
91304060,8806
91304090,8806
91305010,8806
91305020,8806
91306020,8806
91306025,8806
91306030,8806
91306040,8806
91361010,8406
91361040,8806
91361050,8406
91401000,8806
91402000,8806
91403000,8806
91404000,8806
91405000,8806
91405500,8806
91406000,8806
91406500,8806
91406600,8806
91407100,8806
91407120,8806
91407150,8806
91501010,5806
91501020,5806
91501100,5806
91511010,5806
91511020,5806
91520100,5806
91550100,5502
91560100,5804
91601000,5806
91601010,5806
91610900,5806
91611000,5806
91611100,5806
91612000,5806
91621000,5806
91621050,5806
91700010,5704
91700500,5702
91701010,5702
91701020,5704
91701030,5704
91702010,5704
91703010,5704
91703020,5704
91703030,5704
91703040,5702
91703050,5702
91703060,5702
91703070,5702
91703080,5704
91703150,5702
91703200,5702
91703250,5702
91703300,5702
91703400,5702
91703500,5704
91703600,5702
91705010,5702
91705020,5702
91705030,5702
91705040,5702
91705050,5702
91705060,5702
91705070,5702
91705090,5702
91705200,5702
91705300,5702
91705310,5702
91705400,5704
91705410,5704
91705420,5704
91705430,5704
91705500,5702
91706000,5702
91706100,5704
91706400,5704
91707000,5704
91707010,5702
91708000,5704
91708010,5704
91708020,5704
91708030,5704
91708040,5704
91708070,5704
91708100,5704
91708150,5704
91708160,5704
91709000,5702
91713010,5702
91713020,5702
91713030,5702
91713040,5702
91713050,5704
91713060,5704
91713070,5704
91713080,5704
91713090,5704
91713100,5704
91715000,5702
91715100,5702
91715200,5702
91715300,5702
91716010,5704
91716110,5702
91718000,5704
91718050,5702
91718100,5702
91718110,5702
91718200,5702
91718300,5704
91721000,5704
91723000,5704
91723010,5702
91723020,5704
91726000,5704
91726110,5702
91726130,5702
91726140,5702
91726150,5702
91726410,5702
91726420,5702
91726425,5702
91727010,5702
91728000,5702
91728500,5704
91731000,5702
91731010,5702
91731060,5702
91731100,5704
91731150,5704
91732000,5704
91732100,5704
91733000,5704
91733200,5702
91734000,5702
91734100,5702
91734200,5704
91734300,5702
91734400,5702
91734450,5702
91734500,5704
91735000,5704
91736000,5704
91739010,5702
91739600,5704
91742010,5704
91745010,5704
91745020,5704
91745040,5704
91745100,5704
91746010,5702
91746100,5702
91746120,5702
91746150,5702
91746200,5702
91750000,5704
91760000,5704
91760100,5702
91760200,5702
91760500,5702
91760700,5704
91770000,5704
91770010,5704
91770020,5704
91770030,5702
91770050,5704
91800100,5704
91801000,5704
91802000,5704
92100000,7302
92100500,7302
92101000,7302
92101500,7302
92101600,7302
92101610,7302
92101630,7302
92101700,7302
92101800,7302
92101810,7302
92101820,7302
92101850,7302
92101851,7302
92101900,7302
92101901,7302
92101903,7302
92101904,7302
92101905,7302
92101906,7302
92101910,7302
92101911,7302
92101913,7302
92101917,7302
92101918,7302
92101919,7302
92101920,7302
92101921,7302
92101923,7302
92101925,7302
92101926,7302
92101928,7302
92101930,7302
92101931,7302
92101933,7302
92101935,7302
92101936,7302
92101938,7302
92101950,7302
92101955,7302
92101960,7302
92101965,7302
92101970,7302
92101975,7302
92102000,7302
92102010,7302
92102020,7302
92102030,7302
92102040,7302
92102050,7302
92102060,7302
92102070,7302
92102080,7302
92102090,7302
92102100,7302
92102110,7302
92102400,7302
92102401,7302
92102450,7302
92102500,7302
92102501,7302
92102502,7302
92102503,7302
92102504,7302
92102505,7302
92102510,7302
92102511,7302
92102512,7302
92102513,7302
92102514,7302
92102515,7302
92102600,7302
92102601,7302
92102602,7302
92102610,7302
92102611,7302
92102612,7302
92103000,7302
92104000,7302
92111000,7302
92111010,7302
92114000,7302
92121000,7302
92121001,7302
92121010,7302
92121020,7302
92121030,7302
92121040,7302
92121041,7302
92121050,7302
92130000,7302
92130001,7302
92130005,7302
92130006,7302
92130010,7302
92130011,7302
92130020,7302
92130021,7302
92130030,7302
92130031,7302
92152000,7302
92152010,7302
92161000,7302
92161001,7302
92161002,7302
92162000,7302
92162001,7302
92162002,7302
92171000,7302
92171010,7302
92191100,9999
92191105,9999
92191200,9999
92191400,9999
92192000,9999
92192030,9999
92192040,9999
92193000,9999
92193005,9999
92193020,9999
92193025,9999
92201010,7302
92202010,7302
92203000,7302
92203110,7302
92291300,9999
92302000,7304
92302500,7304
92303010,7304
92303100,7304
92304100,7304
92305010,7304
92305040,7304
92305050,7304
92305090,7304
92305110,7304
92305180,7304
92305900,7304
92305910,7304
92305920,7304
92306000,7304
92306090,7304
92306100,7220
92306700,7304
92306800,7304
92307000,9999
92307400,9999
92307500,7304
92307510,7304
92307520,7304
92308000,7304
92308010,7304
92308020,7304
92308030,7304
92308040,7304
92308050,7304
92308500,7304
92308510,7304
92308520,7304
92308530,7304
92308540,7304
92308550,7304
92309000,7304
92309010,7304
92309020,7304
92309030,7304
92309040,7304
92309050,7304
92309500,7304
92309510,7304
92309520,7304
92400000,7202
92400100,7102
92410110,7802
92410210,7802
92410250,7802
92410310,7202
92410315,7202
92410320,7102
92410340,7202
92410350,7102
92410360,7202
92410370,7102
92410390,7202
92410400,7102
92410410,7202
92410420,7102
92410510,7202
92410520,7102
92410550,7202
92410560,7102
92410610,7202
92410620,7102
92410710,7202
92410720,7102
92410810,7202
92410820,7102
92411510,7202
92411520,7202
92411610,7102
92411620,7102
92432000,7204
92433000,7204
92510610,7204
92510650,7204
92510720,7204
92510730,7204
92510955,7204
92510960,7204
92511000,7204
92511015,7204
92511250,7204
92512040,7204
92512050,7204
92512090,7204
92512110,7204
92513000,7204
92513010,7106
92530410,7204
92530510,7204
92530610,7204
92530950,7204
92531030,7204
92541010,7204
92542000,7204
92550030,7204
92550035,7204
92550040,7204
92550110,7204
92550200,7204
92550350,7204
92550360,7204
92550370,7204
92550380,7204
92550400,7106
92550405,7204
92550610,7106
92550620,7106
92552000,7106
92552010,7106
92552020,7204
92552030,7204
92582100,7204
92582110,7204
92610020,7220
92610030,7220
92611010,7220
92611100,7220
92612010,7204
92613010,7220
92613510,7220
92801000,7204
92802000,7204
92803000,7204
92804000,7204
92900100,9999
92900110,9999
92900200,9999
92900300,9999
93101000,7502
93102000,7502
93102100,7502
93102200,7502
93102300,7502
93106000,7502
93106010,7502
93106100,7502
93106500,7502
93201000,7506
93202000,7506
93301000,7506
93301010,7506
93301020,7506
93301030,7506
93301031,7506
93301032,7506
93301040,7506
93301045,7506
93301050,7506
93301060,7506
93301070,7506
93301075,7506
93301080,7506
93301083,7506
93301085,7506
93301090,7506
93301100,7506
93301110,7506
93301111,7506
93301115,7504
93301120,7506
93301125,7506
93301130,7506
93301132,7506
93301135,7506
93301136,7506
93301139,7506
93301140,7506
93301141,7506
93301142,7506
93301150,7506
93301160,7506
93301170,7506
93301181,7506
93301182,7506
93301183,7506
93301184,7506
93301190,7506
93301191,7506
93301200,7506
93301205,7506
93301211,7506
93301213,7506
93301214,7506
93301215,7506
93301216,7506
93301217,7506
93301218,7506
93301230,7506
93301240,7506
93301250,7506
93301270,7506
93301275,7504
93301280,7506
93301290,7506
93301310,7506
93301320,7506
93301330,7506
93301340,7506
93301360,7506
93301370,7506
93301400,7506
93301450,7506
93301500,7506
93301510,7506
93301550,7506
93301600,7506
93302000,7506
93302100,7506
93401010,7504
93401020,7504
93401030,7504
93401100,7504
93402000,7504
93403000,7504
93404000,7504
93404550,7504
93404560,7504
93405000,7504
93406000,7506
93501000,7506
93502000,7506
93502100,7506
93503000,7506
93504000,7506
93504100,7506
93505000,7506
93505100,7506
94000100,7702
94100100,7704
94100200,7802
94100300,7802
94210100,7804
94210200,7804
94210300,7804
94220215,7804
94220310,7804
94300100,9204
95101000,7208
95101010,7208
95102000,7208
95103000,7208
95103010,7208
95104000,7208
95105000,7208
95106000,7208
95106010,7208
95110000,7208
95110010,7208
95110020,7208
95120000,7208
95120010,7208
95120020,7208
95120050,7208
95201000,9802
95201010,9802
95201200,9802
95201300,9802
95201500,9802
95201600,9802
95201700,9802
95202000,9802
95202010,9802
95210000,9802
95210010,9802
95210020,9802
95220000,9802
95220010,9802
95230000,9802
95230010,9802
95230020,9802
95230030,9802
95310200,7206
95310400,7206
95310500,7206
95310550,7206
95310555,7206
95310560,7206
95310600,7206
95310700,7206
95310750,7206
95310800,7206
95311000,7206
95312400,7104
95312410,7104
95312500,7104
95312550,7104
95312555,7104
95312560,7206
95312600,7104
95312700,7104
95312800,7104
95312900,7206
95312905,7206
95313200,7104
95320200,7206
95320500,7206
95321000,7206
95322200,7104
95322500,7104
95323000,7104
95330100,7206
95330500,7206
95342000,7006
99991400,9999
99992230,9999
99992610,9999
99995000,9999
99995130,9999
99995135,9999
99997210,9999
99997220,9999
99997310,9999
99997410,9999
99997510,9999
99997515,9999
99997520,9999
99997525,9999
99997530,9999
99997535,9999
99997540,9999
99997545,9999
99997550,9999
99997800,9999
99997802,9999
99997804,9999
99997810,9999
99998130,9999
99998210,9999
11000000,9602
11100000,1004
11111000,1002
11111100,1002
11111150,1002
11111160,1006
11111170,1008
11112110,1004
11112120,1006
11112130,1004
11112210,1006
11113000,1008
11114300,1006
11114320,1008
11114330,1004
11114350,1002
11115000,1008
11115100,1006
11115200,1004
11115300,1002
11115400,1006
11116000,1002
11120000,1008
11121100,1002
11121210,1006
11121300,1008
11210050,1002
11211050,1002
11211400,1004
11212050,1008
11220000,1202
11300100,1404
11320000,1404
11320100,1404
11320200,1404
11321000,1404
11321100,1404
11321200,1404
11340000,1404
11350000,1404
11350010,1404
11350020,1404
11350030,1404
11360000,1404
11370000,1404
11400000,1820
11400010,1822
11410000,1820
11411010,1820
11411100,1820
11411200,1820
11411300,1820
11411390,1822
11411400,1822
11411410,1822
11411420,1822
11430000,1820
11431000,1820
11432000,1820
11433000,1820
11433990,1822
11434000,1822
11434010,1822
11434020,1822
11434090,1820
11434100,1820
11434200,1820
11434300,1820
11435000,1822
11435010,1822
11435020,1822
11435030,1822
11435100,1822
11436000,1820
11440010,8412
11440020,8412
11440030,8412
11440040,8412
11440050,8412
11440060,8412
11440070,8412
11446000,1820
11459990,5802
11460000,5802
11460100,5802
11460150,5802
11460160,5802
11460170,5802
11460190,5802
11460200,5802
11460250,5802
11460300,5802
11460400,5802
11460410,5802
11460420,5802
11460430,5802
11460440,5802
11461000,5802
11461200,5802
11461250,5802
11461260,5802
11461270,5802
11461280,5802
11480010,9010
11480020,9010
11480030,9010
11480040,9010
11511000,1208
11511100,1202
11511200,1204
11511300,1208
11511400,1206
11511550,1206
11511600,1206
11511610,1208
11511700,1206
11512010,1204
11512020,1208
11512030,1404
11512100,1204
11512110,1208
11512120,1404
11513000,1204
11513100,1202
11513150,1204
11513200,1206
11513300,1208
11513310,1404
11513350,1204
11513355,1202
11513360,1204
11513365,1206
11513370,1208
11513375,1404
11513380,1204
11513381,1202
11513382,1204
11513383,1206
11513384,1208
11513385,1404
11513390,1204
11513391,1202
11513392,1204
11513393,1206
11513394,1208
11513395,1404
11513400,1204
11513500,1202
11513550,1204
11513600,1206
11513700,1208
11513750,1404
11513800,1204
11513801,1202
11513802,1204
11513803,1206
11513804,1208
11513805,1404
11513850,1204
11513851,1202
11513852,1204
11513853,1206
11513854,1208
11513855,1404
11514100,1208
11514110,1202
11514120,1204
11514130,1206
11514140,1208
11514150,1404
11514310,1208
11514320,1202
11514330,1204
11514340,1206
11514350,1208
11514360,1404
11519040,1204
11519050,1202
11519105,1204
11519200,1206
11519205,1208
11519215,1404
11526000,1204
11531000,1402
11531500,1402
11541110,1402
11541120,1402
11541130,1402
11541135,1402
11541400,1402
11542100,1402
11542200,1402
11543000,1402
11543010,1402
11551050,7220
11553100,7220
11553110,7220
11553120,7220
11553130,7220
11560000,1402
11710000,9402
11710050,9402
11710051,9402
11710053,9404
11710054,9404
11710055,9404
11710056,9404
11710350,9402
11710351,9402
11710352,9406
11710353,9404
11710354,9406
11710355,9406
11710356,9406
11710357,9404
11710358,9404
11710359,9404
11710360,9402
11710361,9402
11710363,9404
11710367,9404
11710368,9404
11710369,9404
11710370,9402
11710371,9402
11710372,9406
11710373,9404
11710374,9406
11710375,9406
11710376,9406
11710377,9404
11710378,9404
11710379,9404
11710380,9402
11710381,9402
11710383,9404
11710470,9402
11710471,9402
11710473,9404
11710477,9404
11710478,9404
11710479,9404
11710480,9402
11710481,9404
11710620,9402
11710621,9402
11710626,9404
11710627,9404
11710628,9404
11710629,9404
11710630,9402
11710631,9402
11710632,9406
11710633,9406
11710634,9406
11710635,9406
11710636,9404
11710637,9404
11710638,9404
11710639,9404
11710660,9402
11710661,9402
11710663,9404
11710664,9404
11710665,9402
11710666,9402
11710667,9404
11710668,9404
11710669,9404
11710670,9402
11710671,9402
11710673,9404
11710674,9404
11710675,9404
11710676,9404
11710677,9404
11710678,9404
11710679,9404
11710680,9402
11710681,9402
11710683,9404
11710687,9404
11710688,9404
11710689,9404
11710690,9402
11710693,9404
11710697,9404
11710698,9404
11710699,9404
11710800,9402
11710801,9402
11710805,9402
11710806,9402
11710910,9402
11710911,9402
11710912,9406
11710913,9404
11710914,9406
11710915,9406
11710916,9406
11710917,9404
11710918,9404
11710919,9404
11710920,9402
11710923,9404
11710927,9404
11710928,9404
11710929,9404
11710930,9402
11710940,9402
11710960,9402
11710961,9406
11710962,9404
11710963,9402
11710964,9406
11710965,9406
11710966,9406
11710967,9404
11710968,9404
11710969,9404
11720310,9402
11720311,9402
11720312,9406
11720313,9404
11720314,9406
11720315,9406
11720316,9406
11720317,9404
11720318,9404
11720319,9404
11720320,9402
11720323,9404
11720410,9402
11720411,9402
11720412,9406
11720413,9404
11720414,9406
11720415,9406
11720416,9406
11720417,9404
11720418,9404
11720419,9404
11720430,9402
11720431,9402
11720610,9402
11720611,9402
11720612,9406
11720613,9404
11720614,9406
11720615,9406
11720616,9406
11720617,9404
11720618,9404
11720619,9404
11720620,9402
11720800,9402
11720801,9402
11720802,9406
11720803,9404
11720807,9404
11720808,9404
11720809,9404
11740310,9402
11740311,9402
11740312,9406
11740313,9404
11740320,9402
11740323,9404
11740400,9402
11740401,9402
11740403,9404
11740511,9402
11740521,9402
11810000,9999
11811000,9999
11812000,9999
11813000,9999
11825000,9999
11830100,9999
11830115,9999
11830150,9999
11830160,9999
11830165,9999
11830260,9999
11830400,9999
12100100,8008
12110100,8008
12120100,8008
12120106,8008
12120110,8008
12130100,8008
12140000,8006
12200100,8008
12210200,8008
12210210,8008
12210260,8008
12210270,8008
12210280,8008
12210310,8008
12210400,8008
12210420,8008
12210430,8008
12210440,8008
12210505,8008
12210520,8008
12220200,8006
12220270,8006
12220280,8006
12310100,8006
12310200,8006
12310300,8006
12310350,8006
12310370,8006
12320100,8006
12350010,8412
12350200,8412
12350205,8412
12350210,8412
12350215,8412
12350220,8412
12350225,8412
12350230,8412
12350235,8412
12350240,8412
12350245,8412
12350250,8412
12350255,8412
13110000,5802
13110100,5802
13110110,5802
13110120,5802
13110130,5802
13110140,5802
13110200,5802
13110210,5802
13110220,5802
13110310,5802
13110320,5802
13110330,5802
13120050,5802
13120100,5802
13120110,5802
13120120,5802
13120121,5802
13120130,5802
13120140,5802
13120300,5802
13120310,5802
13120400,5802
13120500,5802
13120550,5802
13120700,5802
13120710,5802
13120720,5802
13120730,5802
13120740,5802
13120750,5802
13120760,5802
13120770,5802
13120780,5802
13120790,5802
13120800,1402
13120810,1402
13121000,5802
13121100,5802
13121200,5802
13121300,5802
13121400,5802
13121500,5802
13122100,5802
13122500,5802
13126000,5802
13127000,5802
13127010,5802
13130100,5802
13130300,5802
13130310,5802
13130320,5802
13130330,5802
13130340,5802
13130590,5802
13130600,5802
13130610,5802
13130620,5802
13130630,5802
13130640,5802
13130700,5802
13135000,5802
13135010,5802
13136000,5802
13140100,5802
13140110,5802
13140450,5802
13140500,5802
13140550,5802
13140570,5802
13140575,5802
13140580,5802
13140600,5802
13140630,5802
13140650,5802
13140660,5802
13140670,5802
13140680,5802
13140700,5802
13140710,5802
13140900,5802
13142000,5802
13150000,5802
13160150,5802
13160160,5802
13160400,5802
13160410,5802
13160420,5802
13161000,5802
13161500,5802
13161520,5802
13161600,5802
13161630,5802
13170000,5802
13200110,5804
13210110,5804
13210150,5804
13210160,5804
13210180,5804
13210190,5804
13210220,5804
13210250,5804
13210260,5804
13210270,5804
13210280,5804
13210290,5804
13210300,5804
13210350,5804
13210410,5804
13210450,5804
13210500,5804
13210520,5804
13210530,5804
13210610,5804
13210710,5804
13210750,5804
13210810,5804
13210820,5804
13220110,5804
13220120,5804
13220210,5804
13220220,5804
13220230,5804
13220235,5804
13220240,5804
13220245,5804
13230110,5804
13230120,5804
13230130,5804
13230140,5804
13230200,5804
13230500,5804
13230510,5804
13241000,5804
13250000,5804
13250100,5804
13250200,5804
13252100,5804
13252200,5804
13252500,5804
13252600,5502
13310000,9012
13311000,9012
13312000,9012
13411000,8412
13412000,8412
14010000,1602
14101010,1602
14102010,1602
14103010,1602
14103020,1602
14104100,1602
14104110,1602
14104115,1602
14104200,1602
14104250,1602
14104400,1602
14104600,1602
14104700,1602
14105010,1602
14105200,1602
14106010,1602
14106200,1602
14106500,1602
14107010,1602
14107020,1602
14107030,1602
14107040,1602
14107060,1602
14107200,1602
14107250,1602
14108010,1602
14108015,1602
14108020,1602
14108060,1602
14108200,1602
14108400,1602
14108420,1602
14109010,1602
14109020,1602
14109030,1602
14109040,1602
14110010,1602
14120010,1602
14120020,1602
14131000,1602
14131500,1602
14132000,1602
14133000,1602
14134000,1602
14200100,1604
14201010,1604
14201200,1604
14201500,1604
14202010,1604
14202020,1604
14203010,1604
14203020,1604
14203510,1602
14204010,1604
14204020,1604
14204030,1604
14206010,1604
14207010,1604
14301010,8006
14303010,8006
14410100,1602
14410110,1602
14410120,1602
14410130,1602
14410210,1602
14410330,1602
14410380,1602
14410500,1602
14410600,1602
14410620,1602
14420100,1602
14420160,1602
14420200,8006
14420210,8006
14420300,1602
14502000,1602
14610200,1604
14610210,1604
14610250,1604
14610520,1602
14620110,8412
14620115,8412
14620130,8412
14620150,8412
14620200,8412
14620300,3602
14620310,3602
14620320,3602
14620330,3602
14630100,8412
14630200,2502
14630300,8412
14640000,3720
14640002,3720
14640004,3720
14640006,3720
14640008,3720
14640010,3720
14640012,3720
14640014,3720
14640016,3720
14640018,3720
14640020,3720
14640022,3720
14640024,3720
14640026,3720
14640028,3720
14640030,3720
14640032,3720
14640034,3720
14640036,3720
14640038,3720
14640040,3720
14640042,3720
14640044,3720
14640046,3720
14640048,3720
14640050,3720
14640052,3720
14640054,3720
14640056,3720
14640058,3720
14640060,3720
14640062,3720
14640064,3720
14640066,3720
14640068,3720
14640070,3720
14640072,3720
14640100,3720
14640105,3720
14640110,3720
14640115,3720
14640125,3720
14640130,3720
14640135,3720
14640155,3720
14640160,3720
14640165,3720
14640185,3720
14640190,3720
14640195,3720
14650100,8412
14650150,8412
14650160,8412
14650165,8412
14650170,8412
14650175,8412
14650180,8412
14650185,8412
14650190,8412
14650195,8412
14660200,1602
14670000,6422
14710100,3802
14710200,3802
20000000,2002
20000070,9008
20000090,9008
20000200,2004
21000100,2002
21000110,2002
21000120,2002
21001000,2002
21001010,2002
21001020,2002
21002000,2002
21003000,2002
21101000,2002
21101010,2002
21101020,2002
21101110,2002
21101120,2002
21101130,2002
21102110,2002
21102120,2002
21102130,2002
21103110,2002
21103120,2002
21103130,2002
21104110,2002
21104120,2002
21104130,2002
21105110,2002
21105120,2002
21105130,2002
21301000,2002
21302000,2002
21304000,2002
21304110,2002
21304120,2002
21304200,2002
21304210,2002
21304220,2002
21305000,2002
21401000,2002
21401110,2002
21401120,2002
21401400,2002
21407000,2002
21407110,2002
21407120,2002
21410000,2002
21410110,2002
21410120,2002
21416000,2602
21416110,2602
21416120,2602
21416150,2602
21417100,2002
21417110,2002
21417120,2002
21420100,2002
21500000,2004
21500100,2004
21500310,2004
21601000,2604
21601010,2604
21602000,2602
21602010,2602
21602100,2602
21701000,9008
21701010,9008
21701020,9008
22000100,2006
22000110,2006
22000120,2006
22000200,2006
22000210,2006
22000220,2006
22000300,2006
22000310,2006
22000320,2006
22001000,2006
22002000,2006
22002100,2006
22002800,2602
22101000,2006
22101010,2006
22101020,2006
22101100,2006
22101110,2006
22101120,2006
22101130,2006
22101140,2006
22101150,2006
22101200,2006
22101210,2006
22101220,2006
22101300,2006
22101310,2006
22101320,2006
22101400,2006
22101410,2006
22101420,2006
22101500,2006
22101510,2006
22101520,2006
22107000,2602
22107010,2602
22107020,2602
22201000,2006
22201010,2006
22201020,2006
22201050,2006
22201060,2006
22201070,2006
22201100,2006
22201110,2006
22201120,2006
22201200,2006
22201210,2006
22201220,2006
22201300,2006
22201310,2006
22201320,2006
22201400,2006
22201410,2006
22201420,2006
22210300,2006
22210310,2006
22210350,2006
22210400,2006
22210450,2006
22300120,2602
22300130,2602
22300140,2602
22300150,2602
22300160,2602
22300170,2602
22301000,2006
22301110,2006
22301120,2006
22311000,2602
22311010,2602
22311020,2602
22311450,2602
22311500,2602
22311510,2602
22311520,2602
22321110,2602
22400100,2006
22400110,2006
22400120,2006
22401000,2006
22401010,2006
22401020,2006
22402510,2006
22411000,2006
22411010,2006
22411020,2006
22421000,2602
22421010,2602
22421020,2602
22431000,2602
22501010,2602
22600100,2604
22600110,2604
22600200,2604
22600210,2604
22601000,2604
22601040,2604
22602010,2604
22621000,2604
22621100,8002
22701000,2006
22701010,2006
22701020,2006
22701030,2006
22701040,2006
22701050,2006
22704010,2006
22705010,2006
22706010,2006
22707010,2006
22707020,2006
22708010,2006
22709010,2006
22709110,2006
22810010,9008
22820000,9008
23000100,2008
23101000,2008
